chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM
,,164484,0,0,0,0,0,1,1.0,1.0,0,0.0,538,False,,,45,164484.jpg,0.0,0.0,a,12,43,0,32,42,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,487,60,475,45,449,43,492,60,,,,,,,,0.0,-0.4444444444444444
,,463034,0,0,0,0,0,4,1.2,1.2,0,0.2,539,False,,,45,463034.jpg,1.0,1.0,a,12,43,1,1387,4302,0.0,0.2,Delap,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,506,51,359,48,297,49,385,50,,,,,,,2.3076923076923075,0.2222222222222222,-0.2222222222222222
,,244851,0,0,0,0,0,3,1.0,1.0,0,0.0,552,False,,,45,244851.jpg,0.0,0.0,a,12,43,0,34,37,0.0,0.0,Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,503,197,491,197,467,185,508,197,,,,,,,,0.0,-0.4444444444444444
,,171314,0,0,0,0,0,2,4.0,4.0,2,3.0,556,False,,,55,171314.jpg,3.0,1.4,a,12,43,9,8577,2446,0.5,1.6,Dias,270,0,0,1,2,0,0,0,1,0,0,0,55,56.8,5.1,10.0,7.2,183,73,288,91,247,78,265,90,,,,,,,3.0,0.5454545454545454,0.18181818181818182
0.0,0.0,42899,0,0,-1,1,0,1,0.0,0.0,0,0.0,289,False,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18 11:00:13.071653,49,42899.jpg,0.0,0.1,n,13,1,0,6,107,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,63,519,51,506,50,533,63,,,,,,,,0.0,-0.4081632653061224
,,43670,0,0,-1,1,0,3,2.0,2.0,1,2.0,290,False,,,59,43670.jpg,3.0,0.1,a,13,1,6,441,334,0.3,1.0,Mata,147,0,1,0,1,0,0,0,0,0,0,0,34,38.8,85.4,30.0,15.4,234,93,53,38,174,92,134,72,2.0,,4.0,,5.0,,3.6734693877551017,0.5084745762711864,0.1694915254237288
,,51940,-1,1,-1,1,0,1,2.7,2.7,6,2.7,291,False,,,54,51940.jpg,2.2,3.8,a,13,1,11,2879,2760,0.5,2.0,de Gea,450,0,0,1,12,0,0,0,0,0,12,0,73,98.2,0.0,0.0,9.9,92,14,559,59,555,59,216,13,,,,,,,2.2,0.40740740740740744,0.03703703703703707
0.0,0.0,55909,0,0,-1,1,0,2,0.0,0.0,0,0.0,292,False,Joined Roma on a permanent deal on 5/10,2020-10-05 20:30:12.521425,49,55909.jpg,0.0,0.1,u,13,1,0,6,259,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,532,204,522,204,509,195,536,204,,,,,,,,0.0,-0.4081632653061224
,,58498,-1,1,-3,3,0,4,0.0,0.0,0,0.0,293,False,,,62,58498.jpg,1.0,0.2,a,13,1,1,116,496,0.0,0.2,Ighalo,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,584,70,367,50,320,51,387,51,,,,,,,10.0,0.16129032258064516,-0.16129032258064516
,,58893,0,0,-1,1,0,2,0.0,0.0,0,0.0,294,False,,,49,58893.jpg,0.0,0.1,a,13,1,0,31,105,0.0,0.0,Rojo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,534,206,524,206,511,197,538,206,,,,,,,,0.0,-0.4081632653061224
,,62398,0,0,-1,1,0,3,0.7,0.7,0,0.7,295,False,,,49,62398.jpg,2.0,0.2,a,13,1,6,166,681,0.1,1.2,Matic,136,0,1,0,6,0,0,0,1,0,0,0,28,28.4,17.5,9.0,5.5,268,109,214,126,252,129,288,131,,,,,,,3.9705882352941178,0.4081632653061224,0.0
,,74208,0,0,-2,2,0,3,1.3,1.3,1,1.3,296,False,,,78,74208.jpg,1.6,1.4,a,13,1,8,1833,3327,0.2,1.0,Pogba,273,0,0,0,8,0,0,0,0,0,0,0,30,34.8,32.9,38.0,10.4,253,101,157,97,151,83,203,97,,,3.0,,3.0,,2.6373626373626373,0.20512820512820515,-0.05128205128205127
0.0,0.0,76359,0,0,-1,1,0,2,0.0,0.0,0,0.0,297,False,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18 09:30:16.753619,49,76359.jpg,0.0,0.0,n,13,1,0,15,76,0.0,0.0,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537,207,527,207,514,198,541,207,,,,,,,,0.0,-0.4081632653061224
100.0,75.0,95658,0,0,-1,1,1,2,4.7,3.5,7,4.7,298,False,,2020-10-20 00:00:14.305483,54,95658.jpg,3.6,2.8,a,13,1,18,6084,2898,0.9,3.3,Maguire,450,1,1,1,12,0,0,0,1,0,0,1,96,99.2,18.1,80.0,19.8,89,30,213,62,62,6,98,23,,,,,,,3.6,0.6666666666666666,0.2962962962962963
,,101582,0,0,-2,2,0,3,1.7,1.7,2,1.7,299,False,,,53,101582.jpg,1.5,0.1,a,13,1,6,351,222,0.3,1.1,Fred,228,0,0,1,4,0,0,0,1,0,0,0,34,33.0,21.9,11.0,6.5,259,105,205,121,240,122,270,123,4.0,,5.0,,,,2.3684210526315788,0.2830188679245283,-0.09433962264150944
,,106760,0,0,-1,1,0,2,1.0,1.0,5,1.0,300,False,,,49,106760.jpg,1.0,1.0,a,13,1,5,866,1367,0.2,1.0,Shaw,450,0,0,1,12,1,0,0,2,0,0,0,62,61.8,57.2,29.0,15.0,170,66,100,23,177,48,143,41,3.0,,,,,,1.0,0.2040816326530612,-0.2040816326530612
0.0,0.0,109322,0,0,-1,1,0,3,0.0,0.0,0,0.0,301,False,Unknown - Unknown return date,2020-10-20 00:00:14.327114,59,109322.jpg,0.0,0.2,i,13,1,0,22,693,0.0,0.0,Lingard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,578,233,577,232,578,232,581,233,,,,,6.0,,,0.0,-0.3389830508474576
,,141746,0,0,0,0,2,3,6.7,6.7,3,6.7,302,False,,,105,141746.jpg,6.8,22.1,a,13,1,34,25201,18581,0.6,3.2,Fernandes,405,3,2,1,10,0,0,1,1,0,0,6,137,225.6,275.4,139.0,64.0,7,3,1,1,34,16,5,4,1.0,,1.0,,1.0,,7.555555555555555,0.6476190476190476,0.45714285714285713
0.0,0.0,148225,0,0,-2,2,0,4,0.0,0.0,0,0.3,303,False,Suspended until 07 Nov,2020-10-04 17:30:13.903214,88,148225.jpg,1.7,3.9,s,13,1,5,166,10891,0.0,0.6,Martial,206,0,1,0,10,0,0,0,0,1,0,0,10,3.6,11.1,62.0,7.6,365,41,270,39,88,27,259,36,,,,,4.0,,2.1844660194174756,0.19318181818181815,-0.034090909090909095
0.0,0.0,156689,-1,1,-2,2,0,3,0.0,0.0,0,0.0,304,False,Joined Lazio on loan until the end of the season on 2/10. - Expected back 01 Jul,2020-10-07 10:30:13.243805,48,156689.jpg,0.0,0.0,n,13,1,0,4,146,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,519,207,509,207,490,198,523,207,,,,,,,,0.0,-0.4166666666666667
,,172649,-1,1,-2,2,0,1,0.0,0.0,0,0.0,305,False,,,53,172649.jpg,0.0,1.8,a,13,1,0,81,2626,0.0,0.0,Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,563,65,558,58,554,58,567,65,,,,,,,,0.0,-0.37735849056603776
,,176297,0,0,0,0,1,3,6.3,6.3,2,6.3,306,False,,,95,176297.jpg,5.6,7.1,a,13,1,28,20622,10067,0.7,2.9,Rashford,450,2,2,1,12,0,0,0,1,0,0,2,82,134.6,115.3,198.0,44.8,41,13,31,23,21,8,17,9,,,2.0,,2.0,,5.6,0.5894736842105263,0.3789473684210526
100.0,100.0,180804,0,0,0,0,0,2,0.0,0.0,0,0.0,307,False,,2020-09-11 11:00:09.121147,45,180804.jpg,0.0,0.1,a,13,1,0,1534,460,0.0,0.0,Tuanzebe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,193,478,193,452,181,495,193,,,,,,,,0.0,-0.4444444444444444
,,184667,0,0,-1,1,0,2,2.7,2.7,6,2.7,308,False,,,49,184667.jpg,2.5,1.2,a,13,1,10,2021,1123,0.6,2.0,Lindelöf,360,0,0,1,6,0,0,0,0,0,0,0,70,75.8,15.2,6.0,9.7,131,47,231,68,284,94,218,74,,,,,,,2.5,0.5102040816326531,0.1020408163265306
,,195851,0,0,-1,1,0,3,2.0,2.0,3,2.0,309,False,,,49,195851.jpg,2.0,0.3,a,13,1,8,667,477,0.4,1.6,McTominay,307,0,0,1,6,0,0,0,0,0,0,0,50,61.8,74.6,52.0,18.8,171,69,68,51,106,56,105,58,,,,,,,2.3452768729641695,0.4081632653061224,0.0
0.0,0.0,197365,0,0,-1,1,0,2,0.0,0.0,0,-0.7,310,False,Unknown - Expected back 21 Nov,2020-10-20 00:00:14.389245,49,197365.jpg,-0.5,0.2,i,13,1,-1,20,1166,-0.1,-0.2,Bailly,98,0,0,0,7,0,0,0,1,0,0,0,11,25.0,0.1,0.0,2.5,279,113,366,139,519,200,336,123,,,,,,,-0.9183673469387754,-0.1020408163265306,-0.5102040816326531
,,200617,0,0,-2,2,0,3,0.7,0.7,1,0.7,311,False,,,63,200617.jpg,1.0,0.3,a,13,1,3,178,396,0.1,0.5,James,177,0,0,0,2,0,0,0,1,0,0,0,18,13.2,42.4,86.0,14.2,312,134,132,84,57,32,153,78,,,,,,,1.5254237288135593,0.15873015873015872,-0.15873015873015872
,,201084,0,0,-1,1,0,2,0.0,0.0,0,0.0,312,False,,,44,201084.jpg,0.0,0.1,a,13,1,0,102,210,0.0,0.0,Fosu-Mensah,80,0,0,0,2,0,0,0,1,0,0,0,17,17.8,30.5,16.0,6.4,299,121,166,42,224,72,272,95,,,,,,,0.0,0.0,-0.45454545454545453
,,214590,0,0,-1,1,0,2,4.3,4.3,6,4.3,313,False,,,54,214590.jpg,3.5,8.5,a,13,1,14,14909,4497,0.8,2.6,Wan-Bissaka,360,1,0,1,9,0,0,0,0,0,0,0,81,112.4,32.3,44.0,18.8,68,20,160,38,130,26,106,29,,,,,,,3.5,0.6481481481481481,0.27777777777777773
0.0,0.0,216051,0,0,-1,1,0,2,0.0,0.0,0,0.0,314,False,Joined AC Milan on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-04 17:30:13.934913,49,216051.jpg,0.0,0.0,n,13,1,0,6,82,0.0,0.0,Dalot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543,210,533,210,522,203,547,210,,,,,,,,0.0,-0.4081632653061224
100.0,75.0,220688,-1,1,-3,3,0,3,1.0,0.8,1,1.0,315,False,,2020-10-17 23:30:20.006734,72,220688.jpg,1.5,3.2,a,13,1,6,531,12905,0.1,0.8,Greenwood,200,0,0,0,8,0,0,0,0,0,0,0,18,14.8,32.6,50.0,9.6,306,129,158,98,110,60,221,100,5.0,,,,,,2.6999999999999997,0.20833333333333331,-0.06944444444444445
0.0,0.0,222677,0,0,0,0,0,3,0.0,0.0,0,0.0,316,False,Joined Werder Bremen on loan until the end of the season on 16/8. - Expected back 01 Jul,2020-08-16 23:30:07.140253,45,222677.jpg,0.0,0.0,n,13,1,0,6,47,0.0,0.0,Chong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,193,487,193,463,181,504,193,,,,,,,,0.0,-0.4444444444444444
0.0,0.0,232928,0,0,0,0,0,3,0.0,0.0,0,0.0,317,False,Joined Watford on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-10-07 10:30:13.280708,45,232928.jpg,0.0,0.1,n,13,1,0,3,158,0.0,0.0,Garner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,196,490,196,466,184,507,196,,,,,,,,0.0,-0.4444444444444444
,,232937,-1,1,-2,2,0,2,0.0,0.0,0,0.0,318,False,,,43,232937.jpg,0.0,0.9,a,13,1,0,249,1643,0.0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,166,408,164,376,147,432,165,,,,,,,,0.0,-0.46511627906976744
,,244856,0,0,0,0,0,2,0.0,0.0,0,0.0,319,False,,,40,244856.jpg,0.0,0.6,a,13,1,0,288,820,0.0,0.0,Mengi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,416,156,397,155,361,134,420,155,,,,,,,,0.0,-0.5
,,180184,-1,1,-2,2,0,3,0.7,0.7,0,0.7,495,False,,,68,180184.jpg,2.2,2.4,a,13,1,9,852,9622,0.1,1.3,van de Beek,60,1,0,0,4,0,0,0,0,0,0,0,31,41.6,16.5,31.0,8.9,223,91,221,131,171,90,229,103,,,,,,,13.5,0.3235294117647059,0.02941176470588238
,,152590,0,0,0,0,0,2,0.0,0.0,0,0.0,568,False,,,55,152590.jpg,0.0,1.2,a,13,1,0,8200,4968,0.0,0.0,Telles,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,567,214,568,214,567,213,571,214,,,,,,,,0.0,-0.36363636363636365
100.0,75.0,40720,0,0,0,0,0,4,0.5,0.4,1,0.5,569,False,,2020-10-14 10:30:20.778586,80,40720.jpg,1.0,0.6,a,13,1,1,7957,2006,0.1,0.1,Cavani,32,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,24.0,2.4,590,73,589,73,190,38,341,42,,,,,,,2.8125,0.125,-0.125
,,488404,0,0,0,0,0,3,0.0,0.0,0,0.0,575,False,,,55,488404.jpg,0.0,0.0,a,13,1,0,39,86,0.0,0.0,Pellistri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571,229,572,229,572,228,575,229,,,,,,,,0.0,-0.36363636363636365
,,40142,0,0,-1,1,0,4,0.7,0.7,1,1.2,320,False,,,54,40142.jpg,2.0,0.4,a,14,4,8,282,1399,0.2,1.5,Carroll,147,0,1,1,2,0,0,0,0,0,0,0,18,10.2,17.4,72.0,9.9,327,33,215,27,72,22,215,32,,,,,,,4.8979591836734695,0.37037037037037035,0.0
0.0,100.0,50232,0,0,-1,1,0,3,0.0,0.7,0,1.2,321,False,Groin Injury - Unknown return date,2020-10-25 17:00:20.092837,54,50232.jpg,1.8,0.2,i,14,4,9,90,1137,0.2,1.7,Shelvey,431,0,0,1,8,0,0,0,2,0,0,0,53,62.8,91.9,72.0,22.7,163,64,49,35,73,41,77,45,2.0,,1.0,,,,1.8793503480278422,0.3333333333333333,-0.03703703703703703
0.0,0.0,56983,0,0,-1,1,0,3,0.0,0.0,0,0.5,322,False,Shoulder injury - Unknown return date,2020-09-27 16:00:17.085028,49,56983.jpg,2.0,0.0,i,14,4,2,8,99,0.1,0.4,Ritchie,68,0,0,0,1,0,0,0,0,0,0,0,10,11.6,23.3,18.0,5.3,318,138,198,116,216,111,291,134,1.0,,4.0,,2.0,,2.6470588235294117,0.4081632653061224,0.0
,,57145,-1,1,-1,1,0,2,1.0,1.0,2,1.5,323,False,,,49,57145.jpg,2.2,1.0,a,14,4,13,411,1412,0.3,2.7,Fernández,540,0,0,1,10,0,0,0,0,0,0,0,98,133.2,12.2,4.0,14.9,44,13,256,79,299,102,144,42,,,,,,,2.1666666666666665,0.4489795918367347,0.040816326530612276
75.0,75.0,58845,0,0,0,0,0,2,-0.4,-0.4,0,0.0,324,False,Lack of match fitness - 75% chance of playing,2020-09-25 12:30:12.786911,45,58845.jpg,0.0,0.0,d,14,4,0,5,58,0.0,0.0,Clark,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,478,187,462,187,435,174,483,187,,,,,,,,0.0,-0.4444444444444444
100.0,50.0,59735,0,0,0,0,0,1,4.7,2.4,3,5.2,325,False,,2020-10-17 22:00:19.734313,50,59735.jpg,5.0,1.6,a,14,4,30,2682,3751,1.0,6.0,Darlow,540,0,0,1,10,0,1,0,0,0,31,4,148,233.8,0.0,0.0,23.5,5,1,541,55,531,54,73,1,,,,,,,5.0,1.0,0.6
0.0,0.0,67089,0,0,-1,1,0,1,0.0,0.0,0,0.0,326,False,Heel Injury - Unknown return date,2020-08-27 11:00:09.134616,49,67089.jpg,0.0,0.2,i,14,4,0,31,300,0.0,0.0,Dubravka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,536,64,526,52,513,51,540,64,,,,,,,,0.0,-0.4081632653061224
0.0,0.0,77359,0,0,-2,2,0,2,0.0,0.0,0,0.0,327,False,Joined Deportivo Alavés on loan until the end of the season on 11/9. - Expected back 01 Jul,2020-09-11 10:00:16.876723,43,77359.jpg,0.0,0.0,n,14,4,0,3,24,0.0,0.0,Lejeune,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,162,404,160,371,142,428,161,,,,,,,,0.0,-0.46511627906976744
100.0,100.0,101148,0,0,-1,1,0,2,0.5,0.5,2,1.0,328,False,,2020-10-02 09:30:18.799817,44,101148.jpg,2.0,2.2,a,14,4,10,727,2159,0.2,2.3,Lascelles,447,0,0,1,9,0,0,0,1,0,0,0,67,87.0,1.9,4.0,9.3,112,39,317,110,292,97,224,77,,,,,,,2.0134228187919465,0.45454545454545453,0.0
0.0,0.0,104547,0,0,-1,1,0,4,0.0,0.0,0,0.0,329,False,Knee injury - Expected back 12 Jan,2020-08-27 12:30:12.628215,59,104547.jpg,0.0,0.0,i,14,4,0,14,44,0.0,0.0,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,577,66,576,68,577,69,580,69,,,5.0,,,,,0.0,-0.3389830508474576
0.0,0.0,104953,0,0,-2,2,0,3,0.0,0.0,0,0.0,330,False,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2020-10-20 13:30:19.072334,53,104953.jpg,0.0,0.0,n,14,4,0,5,254,0.0,0.0,Atsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,560,225,555,225,551,222,564,225,,,,,,,,0.0,-0.37735849056603776
75.0,75.0,106618,0,0,-1,1,0,2,-0.4,-0.4,0,0.0,331,False,Lack of match fitness - 75% chance of playing,2020-09-06 00:30:15.468275,44,106618.jpg,0.0,0.0,d,14,4,0,4,14,0.0,0.0,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,450,175,431,174,400,158,455,175,,,,,,,,0.0,-0.45454545454545453
,,109528,0,0,0,0,0,2,0.3,0.3,0,0.8,332,False,,,45,109528.jpg,2.2,0.4,a,14,4,9,57,714,0.2,2.0,Manquillo,305,0,0,1,5,0,0,0,1,0,0,0,51,37.0,29.4,14.0,8.0,241,96,171,45,228,74,245,84,,,,,,,2.655737704918033,0.48888888888888893,0.04444444444444448
100.0,100.0,111773,0,0,-1,1,0,2,0.5,0.5,0,1.0,333,False,,2020-10-02 09:30:18.851322,44,111773.jpg,2.0,0.1,a,14,4,4,50,85,0.2,0.9,Krafth,180,0,1,0,5,0,0,0,1,0,0,0,30,40.2,26.9,2.0,6.9,226,91,181,50,308,107,266,91,,,,,,,2.0,0.45454545454545453,0.0
100.0,100.0,119471,0,0,-1,1,0,2,0.3,0.3,2,0.8,334,False,,2020-10-03 21:30:19.369147,49,119471.jpg,1.0,0.0,a,14,4,3,140,60,0.2,0.6,Schär,185,0,0,0,4,0,0,0,0,0,0,0,19,26.6,1.3,1.0,2.9,274,110,332,119,325,114,327,118,,,3.0,,,,1.4594594594594597,0.2040816326530612,-0.2040816326530612
75.0,75.0,151119,0,0,-2,2,0,2,-0.4,-0.4,0,0.0,335,False,Knock - 75% chance of playing,2020-09-30 22:00:14.595821,43,151119.jpg,0.0,0.2,d,14,4,0,40,354,0.0,0.0,Yedlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,164,406,162,374,145,430,163,,,,,,,,0.0,-0.46511627906976744
100.0,75.0,153127,-1,1,-2,2,0,3,0.5,0.4,0,1.0,336,False,,2020-10-17 21:30:20.472222,48,153127.jpg,1.6,0.1,a,14,4,8,27,156,0.2,1.7,Hayden,408,0,0,1,6,0,0,0,2,0,0,0,41,54.6,27.8,23.0,10.6,189,76,178,105,194,101,197,93,,,,,,,1.7647058823529411,0.33333333333333337,-0.08333333333333331
0.0,0.0,155513,0,0,-1,1,0,3,0.0,0.0,0,0.0,337,False,Not included in Newcastle United's 25-man Premier League squad. - Unknown return date,2020-10-20 13:30:19.113162,49,155513.jpg,0.0,0.0,n,14,4,0,1,236,0.0,0.0,Aarons,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,540,213,530,213,518,208,544,213,,,,,,,,0.0,-0.4081632653061224
100.0,100.0,170137,0,0,-2,2,0,3,3.7,3.7,3,4.2,338,False,,2020-09-20 15:00:16.126673,53,170137.jpg,4.2,7.1,a,14,4,21,9275,8141,0.8,4.0,Saint-Maximin,346,1,1,2,7,0,0,0,0,0,0,2,74,100.0,79.2,50.0,23.0,87,32,60,44,109,59,75,44,,,,,,,5.46242774566474,0.7924528301886793,0.4150943396226416
,,179018,0,0,-2,2,0,3,0.5,0.5,1,1.0,339,False,,,58,179018.jpg,1.8,0.5,a,14,4,9,179,958,0.2,1.6,Almirón,218,0,1,0,5,0,0,0,1,0,0,0,47,69.2,80.3,56.0,20.5,150,59,59,43,101,54,91,52,5.0,,,,,,3.7155963302752295,0.3103448275862069,-0.03448275862068965
,,180974,0,0,-2,2,0,4,0.7,0.7,1,1.2,340,False,,,58,180974.jpg,1.2,0.2,a,14,4,7,149,504,0.2,1.2,Joelinton,296,0,0,0,5,0,0,0,2,0,0,0,36,40.2,45.4,33.0,11.9,228,25,126,17,166,36,185,25,,,,,,,2.1283783783783785,0.20689655172413793,-0.13793103448275862
0.0,0.0,196118,0,0,-2,2,0,4,0.0,0.0,0,0.0,341,False,Joined Eibar on loan until the end of the season on 16/9. - Expected back 01 Jul,2020-09-16 09:00:10.507402,48,196118.jpg,0.0,0.1,n,14,4,0,48,293,0.0,0.0,Muto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,53,513,55,496,56,527,57,,,,,,,,0.0,-0.4166666666666667
0.0,0.0,232977,0,0,0,0,0,2,0.0,0.0,0,0.0,342,False,Joined Plymouth Argyle on loan until the end of the season on 24/8. - Expected back 01 Jul,2020-08-24 18:30:13.507340,40,232977.jpg,0.0,0.2,n,14,4,0,37,273,0.0,0.0,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,155,396,154,360,133,419,154,,,,,,,,0.0,-0.5
,,180135,0,0,-2,2,0,3,0.0,0.0,1,0.5,480,False,,,48,180135.jpg,1.0,0.1,a,14,4,3,58,131,0.1,0.6,Sean Longstaff,14,0,0,0,1,0,0,0,0,0,0,0,8,2.0,0.9,1.0,0.3,374,172,339,167,323,159,384,175,4.0,,2.0,,,,19.285714285714285,0.20833333333333334,-0.20833333333333334
,,83314,0,0,0,0,1,3,1.5,1.5,2,2.0,485,False,,,50,83314.jpg,4.0,3.6,a,14,4,24,2488,9301,0.4,4.8,Hendrick,520,1,1,1,8,0,0,0,0,0,0,3,80,101.6,20.6,38.0,15.8,83,30,210,123,150,82,130,70,,,,,,,4.153846153846154,0.8,0.4
75.0,25.0,223175,0,0,-1,1,0,3,-0.4,-0.1,0,0.0,487,False,Lack of match fitness - 75% chance of playing,2020-09-11 17:30:09.532421,49,223175.jpg,0.0,0.0,d,14,4,0,3,28,0.0,0.0,Matty Longstaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544,214,534,214,523,209,548,214,,,,,,,,0.0,-0.4081632653061224
,,81441,-1,1,-1,1,0,1,-0.5,-0.5,0,0.0,488,False,,,44,81441.jpg,0.0,0.1,a,14,4,0,64,93,0.0,0.0,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,445,47,426,26,394,24,450,47,,,,,,,,0.0,-0.45454545454545453
,,114243,0,0,-1,1,1,3,2.0,2.0,9,2.5,497,False,,,49,114243.jpg,5.0,0.0,a,14,4,10,253,64,0.5,2.0,Murphy,106,1,0,0,1,0,0,0,0,0,0,2,33,50.4,15.7,7.0,7.3,200,80,227,134,271,143,261,119,,,,,,,8.49056603773585,1.0204081632653061,0.6122448979591836
,,75115,0,0,0,0,1,4,7.3,7.3,5,7.8,506,False,,,65,75115.jpg,6.8,13.3,a,14,4,41,15910,41144,1.2,6.3,Wilson,534,4,2,1,10,0,0,0,0,0,0,7,140,163.4,73.2,214.0,44.8,21,7,72,8,16,10,16,8,,,,,1.0,,6.910112359550562,1.0461538461538462,0.7384615384615384
100.0,100.0,90105,0,0,-2,2,0,3,1.5,1.5,3,2.0,507,False,,2020-09-27 16:00:17.426897,58,90105.jpg,2.2,0.3,a,14,4,9,153,549,0.3,1.6,Fraser,169,0,1,1,4,0,0,0,0,0,0,0,22,9.0,4.5,9.0,2.2,330,147,296,154,257,134,346,156,3.0,,,,,,4.792899408284024,0.37931034482758624,0.03448275862068969
100.0,100.0,194799,0,0,-1,1,0,2,0.3,0.3,2,0.8,513,False,,2020-10-14 10:00:22.069564,44,194799.jpg,1.7,2.2,a,14,4,10,866,3761,0.2,2.3,Lewis,471,0,0,1,9,0,0,0,3,0,0,1,60,62.2,70.8,6.0,13.8,167,65,78,15,278,90,154,47,,,,,,,1.9108280254777068,0.3863636363636363,-0.06818181818181819
,,195473,0,0,0,0,0,4,-0.5,-0.5,1,0.5,262,False,,,45,195473.jpg,1.0,7.0,a,15,49,2,11362,20061,0.1,0.4,Brewster,79,0,0,0,2,0,0,0,0,0,0,0,2,1.6,11.4,2.0,1.5,378,45,266,38,311,50,363,45,,,,,,,2.278481012658228,0.2222222222222222,-0.2222222222222222
,,18867,-1,1,-3,3,0,4,1.2,1.2,0,2.2,343,False,,,57,18867.jpg,2.8,0.2,a,15,49,11,132,520,0.4,1.9,Sharp,129,1,0,0,3,0,0,0,0,0,0,2,25,36.6,4.9,61.0,10.3,246,30,291,43,89,28,207,29,,,,,1.0,,7.674418604651163,0.49122807017543857,0.14035087719298242
100.0,100.0,27436,0,0,-2,2,0,4,2.2,2.2,1,3.2,344,False,,2020-10-11 23:30:11.810506,53,27436.jpg,2.5,0.7,a,15,49,15,2085,2618,0.6,2.8,McGoldrick,289,1,0,2,2,0,0,0,0,0,0,2,47,37.2,35.2,60.0,13.1,239,27,146,21,95,29,165,24,,,,,,,4.671280276816609,0.4716981132075472,0.09433962264150944
