chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM,team_strength,team_short_name,strength_overall_home,strength_overall_away,position_name_short
75.0,100.0,232792,1,-1,2,-2,0,2,2.0,2.2,0,2.7,77,False,Hamstring injury - 75% chance of playing,2020-10-03 21:30:18.742679,47,232792.jpg,2.8,10.0,d,3,36,11,81657,70260,0.6,2.3,Lamptey,282,0,3,0,8,0,0,0,1,0,0,0,64,56.6,45.8,43.0,14.6,121,45,82,16,88,11,96,24,,,,,,,3.5106382978723403,0.5957446808510638,0.17021276595744678,3,BHA,1100,1120,DEF
100.0,100.0,17761,0,0,-1,1,0,2,0.5,0.0,0,0.0,81,False,,2020-09-17 22:00:10.017429,54,17761.jpg,0.0,2.9,a,4,90,0,3840,17372,0.0,0.0,Tarkowski,90,0,0,0,3,0,0,0,1,0,0,0,5,24.0,10.5,29.0,6.4,235,92,230,70,134,31,221,72,,,,,,,0.0,0.0,-0.3703703703703704,3,BUR,1060,1100,DEF
,,17997,0,0,0,0,0,2,0.8,0.3,1,0.3,82,False,,,45,17997.jpg,0.3,0.5,a,4,90,1,978,3060,0.1,0.2,Bardsley,270,0,0,0,8,0,0,0,2,0,0,0,24,31.4,12.9,6.0,5.1,216,83,207,59,237,72,246,81,,,,,,,0.33333333333333337,0.06666666666666668,-0.37777777777777777,3,BUR,1060,1100,DEF
,,39487,-1,1,-1,1,0,2,-0.2,-0.7,0,-0.7,83,False,,,44,39487.jpg,-2.0,0.7,a,4,90,-2,364,9101,-0.2,-0.5,Pieters,50,0,0,0,3,1,0,0,0,0,0,0,-3,0.0,0.7,17.0,1.7,392,150,305,113,185,50,320,119,,,,,,,-3.6,-0.4545454545454545,-0.9090909090909092,3,BUR,1060,1100,DEF
100.0,,41674,0,0,0,0,0,2,1.5,1.0,1,1.0,85,False,,2020-10-12 20:30:21.362818,45,41674.jpg,1.0,0.2,a,4,90,3,622,1263,0.2,0.7,Long,270,0,0,0,8,0,0,0,0,0,0,0,33,54.0,10.7,14.0,7.9,132,51,225,68,194,56,190,56,,,,,,,1.0,0.2222222222222222,-0.2222222222222222,3,BUR,1060,1100,DEF
0.0,0.0,51927,-1,1,-1,1,0,2,0.0,0.0,0,0.0,88,False,Thigh injury - Unknown return date,2020-09-07 00:30:12.617922,49,51927.jpg,0.0,0.2,i,4,90,0,117,1079,0.0,0.0,Mee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,489,190,481,190,455,179,493,190,,,,,,,,0.0,-0.4081632653061224,3,BUR,1060,1100,DEF
0.0,25.0,68983,-1,1,-1,1,0,2,0.0,0.0,0,0.0,92,False,Knee injury - Unknown return date,2020-09-30 20:00:20.120303,44,68983.jpg,0.0,0.1,i,4,90,0,14,1203,0.0,0.0,Lowton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,154,383,153,339,134,405,154,,,,,,,,0.0,-0.4545454545454545,3,BUR,1060,1100,DEF
0.0,0.0,83312,0,0,0,0,0,2,0.0,0.0,0,0.0,94,False,Joined Norwich City on loan until the end of the season on 4/9. - Expected back 01 Jul,2020-09-05 11:00:07.592134,40,83312.jpg,0.0,0.2,n,4,90,0,257,1695,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364,130,348,130,297,104,369,130,,,,,,,,0.0,-0.5,3,BUR,1060,1100,DEF
,,103914,0,0,0,0,0,2,2.5,2.0,1,2.0,97,False,,,45,103914.jpg,2.0,4.1,a,4,90,6,9919,33602,0.4,1.3,Taylor,270,0,1,0,8,0,0,0,0,0,0,0,45,44.4,35.6,9.0,8.9,158,60,103,23,209,63,168,49,,,,,,,2.0,0.4444444444444444,0.0,3,BUR,1060,1100,DEF
,,218023,0,0,0,0,0,2,3.2,2.7,0,2.7,519,False,,,40,218023.jpg,4.0,8.4,a,4,90,8,88724,51424,0.7,2.0,Dunne,180,1,0,0,5,0,0,0,0,0,0,0,35,66.2,21.2,38.0,12.6,97,34,157,41,106,18,118,33,,,,,,,4.0,1.0,0.5,3,BUR,1060,1100,DEF
,,461102,0,0,0,0,0,2,0.5,0.0,0,0.0,520,False,,,40,461102.jpg,0.0,0.6,a,4,90,0,1598,2533,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,142,364,141,319,121,386,142,,,,,,,,0.0,-0.5,3,BUR,1060,1100,DEF
,,195471,0,0,0,0,0,2,0.5,0.0,0,0.0,536,False,,,40,195471.jpg,0.0,0.1,a,4,90,0,327,343,0.0,0.0,Driscoll-Glennon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,133,354,133,305,109,375,133,,,,,,,,0.0,-0.5,3,BUR,1060,1100,DEF
,,41328,0,0,-1,1,0,2,3.5,3.5,5,3.0,102,False,,,59,41328.jpg,3.3,4.4,a,5,8,10,12032,14963,0.5,1.7,Azpilicueta,140,0,1,1,0,0,0,0,1,0,0,0,38,37.4,30.2,31.0,9.9,194,75,119,28,127,29,152,46,,,,,,,6.428571428571428,0.559322033898305,0.22033898305084745,4,CHE,1250,1280,DEF
,,82263,0,0,-1,1,0,2,0.5,0.5,0,0.0,104,False,,,59,82263.jpg,0.7,2.4,a,5,8,2,1798,24838,0.0,0.3,Alonso,225,0,0,0,6,0,0,0,1,0,0,0,36,37.0,28.1,20.0,8.5,198,77,126,32,172,42,173,51,,,2.0,,,,0.8,0.11864406779661014,-0.22033898305084745,4,CHE,1250,1280,DEF
,,102380,0,0,-3,3,0,2,0.5,0.5,0,0.0,109,False,,,47,102380.jpg,0.0,0.9,a,5,8,0,1807,10366,0.0,0.0,Rüdiger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,185,466,185,434,173,480,185,,,,,,,,0.0,-0.425531914893617,4,CHE,1250,1280,DEF
,,103192,0,0,0,0,1,2,5.2,5.2,13,4.7,110,False,,,50,103192.jpg,7.3,3.7,a,5,8,22,120508,18308,0.9,4.4,Zouma,270,2,0,1,3,0,0,0,0,0,0,1,77,117.0,2.6,55.0,17.5,24,5,273,92,67,8,64,10,,,,,,,7.333333333333334,1.46,1.06,4,CHE,1250,1280,DEF
,,109533,0,0,-1,1,0,2,0.5,0.5,0,0.0,111,False,,,49,109533.jpg,0.0,0.2,a,5,8,0,298,1164,0.0,0.0,Emerson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,500,195,492,195,467,185,504,195,5.0,,3.0,,,,,0.0,-0.4081632653061224,4,CHE,1250,1280,DEF
,,135363,0,0,-1,1,0,2,-0.5,-0.5,0,-1.0,116,False,,,49,135363.jpg,-0.3,0.3,a,5,8,-1,532,2505,-0.2,-0.2,Christensen,225,0,0,0,6,0,0,0,1,1,0,0,26,49.6,3.8,2.0,5.6,141,55,257,82,269,94,233,78,,,,,,,-0.4,-0.061224489795918366,-0.4693877551020407,4,CHE,1250,1280,DEF
,,194794,-1,1,-2,2,0,2,0.5,0.5,0,0.0,121,False,,,48,194794.jpg,0.0,0.3,a,5,8,0,613,2398,0.0,0.0,Tomori,45,0,0,0,2,0,0,0,0,0,0,0,8,26.6,0.1,0.0,2.7,233,90,333,124,445,177,296,109,,,,,,,0.0,0.0,-0.4166666666666667,4,CHE,1250,1280,DEF
,,225796,0,0,1,-1,1,2,1.2,1.2,0,0.7,123,False,,,51,225796.jpg,5.3,13.7,a,5,8,16,31516,201459,0.1,3.1,James,270,1,1,0,6,0,0,0,1,0,0,4,86,138.4,125.0,17.0,28.1,12,1,10,4,188,52,27,1,1.0,,,,,,5.333333333333334,1.03921568627451,0.6470588235294118,4,CHE,1250,1280,DEF
75.0,100.0,172850,1,-1,1,-1,1,2,4.9,6.5,18,6.0,232,False,Foot injury - 75% chance of playing,2020-10-13 20:30:13.983738,56,172850.jpg,18.0,8.7,d,5,8,18,494435,55974,1.1,3.2,Chilwell,90,1,1,1,0,0,0,0,0,0,0,3,51,64.2,56.7,27.0,14.8,102,36,62,13,142,33,94,23,3.0,,,,,,18.0,3.2142857142857144,2.8571428571428568,4,CHE,1250,1280,DEF
100.0,100.0,51090,0,0,0,0,0,2,2.8,2.8,6,2.3,490,False,,2020-09-10 14:00:07.889166,55,51090.jpg,3.5,2.5,a,5,8,7,18175,9474,0.4,1.3,Thiago Silva,162,0,0,1,3,0,0,0,0,0,0,0,41,40.0,15.3,2.0,5.8,177,70,190,49,278,99,230,76,,,,,,,3.888888888888889,0.6363636363636364,0.2727272727272727,4,CHE,1250,1280,DEF
50.0,25.0,19419,0,0,0,0,0,2,0.0,-0.1,0,0.0,125,False,Lack of match fitness - 50% chance of playing,2020-08-15 10:00:11.611500,45,19419.jpg,0.0,0.1,d,6,31,0,215,371,0.0,0.0,Cahill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,171,416,170,376,154,437,171,,,,,,,,0.0,-0.4444444444444444,3,CRY,1080,1120,DEF
100.0,100.0,40784,0,0,0,0,0,2,1.0,0.5,0,1.0,127,False,,2020-08-15 10:00:11.633422,45,40784.jpg,1.0,0.3,a,6,31,3,3388,2598,0.2,0.7,Sakho,270,0,0,0,7,0,0,0,0,0,0,0,28,33.6,1.6,6.0,4.2,209,80,287,104,238,73,264,91,,,,,,,1.0,0.2222222222222222,-0.2222222222222222,3,CRY,1080,1120,DEF
50.0,25.0,49413,0,0,0,0,0,2,0.0,-0.1,0,0.0,129,False,Lack of match fitness - 50% chance of playing,2020-08-15 10:00:11.660937,45,49413.jpg,0.0,0.0,d,6,31,0,34,48,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,173,424,173,384,157,444,173,,,,,,,,0.0,-0.4444444444444444,3,CRY,1080,1120,DEF
,,55494,0,0,0,0,0,2,0.3,-0.2,0,0.3,134,False,,,45,55494.jpg,1.8,1.7,a,6,31,7,5855,11141,0.1,1.6,Ward,360,0,0,1,7,0,0,0,2,0,0,0,39,58.0,14.8,4.0,7.7,119,43,192,51,246,77,193,57,,,,,,,1.75,0.4,-0.04444444444444443,3,CRY,1080,1120,DEF
,,58786,-1,1,-2,2,0,2,0.0,-0.5,0,0.0,135,False,,,43,58786.jpg,0.0,0.6,a,6,31,0,579,4733,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,386,146,369,145,324,125,391,146,,,,,,,,0.0,-0.4651162790697674,3,CRY,1080,1120,DEF
50.0,25.0,74230,0,0,-1,1,0,2,0.0,-0.1,0,0.0,139,False,Lack of match fitness - 50% chance of playing,2020-08-15 10:00:11.682747,54,74230.jpg,0.0,0.1,d,6,31,0,1808,1110,0.0,0.0,van Aanholt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,206,535,206,526,203,542,206,2.0,,2.0,,2.0,,,0.0,-0.3703703703703704,3,CRY,1080,1120,DEF
0.0,0.0,232423,0,0,0,0,0,2,0.0,0.0,0,0.0,145,False,Knee injury - Unknown return date,2020-08-26 09:30:07.992498,40,232423.jpg,0.0,1.1,i,6,31,0,4873,11850,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,138,361,138,315,117,382,138,,,,,,,,0.0,-0.5,3,CRY,1080,1120,DEF
,,244723,0,0,1,-1,0,2,2.0,1.5,0,2.0,146,False,,,41,244723.jpg,3.0,26.3,a,6,31,12,137946,75403,0.5,2.9,Mitchell,360,0,1,1,7,0,0,0,0,0,0,0,54,59.4,10.1,2.0,7.2,115,41,231,71,262,88,204,62,,,,,,,3.0,0.7317073170731708,0.2439024390243903,3,CRY,1080,1120,DEF
100.0,75.0,19188,0,0,0,0,0,2,0.0,-0.4,0,0.0,486,False,,2020-09-25 09:00:10.989226,45,19188.jpg,7.0,0.8,a,6,31,7,777,4297,0.0,1.6,Dann,90,0,0,1,0,0,0,0,0,0,0,1,24,15.6,0.4,8.0,2.4,272,110,316,119,215,65,304,113,,,,,,,7.0,1.5555555555555556,1.1111111111111112,3,CRY,1080,1120,DEF
100.0,100.0,221272,0,0,0,0,0,2,0.0,-0.5,0,0.0,522,False,,2020-09-15 22:30:15.910235,40,221272.jpg,0.0,0.5,a,6,31,0,10137,2811,0.0,0.0,Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,376,137,360,137,312,114,381,137,,,,,,,,0.0,-0.5,3,CRY,1080,1120,DEF
0.0,,114536,0,0,0,0,0,2,0.0,-0.5,0,0.0,534,False,Transferred to Charlton Athletic,2020-10-14 08:31:08.806610,40,114536.jpg,0.0,0.1,u,6,31,0,438,843,0.0,0.0,Inniss,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,368,131,352,131,301,105,373,131,,,,,,,,0.0,-0.5,3,CRY,1080,1120,DEF
75.0,,59949,0,0,0,0,0,2,1.7,3.2,1,2.7,152,False,Hamstring injury - 75% chance of playing,2020-10-03 16:30:19.263556,50,59949.jpg,3.5,2.2,d,7,11,14,6277,34063,0.5,2.8,Coleman,327,0,1,1,4,0,0,0,0,0,0,1,78,87.6,30.0,24.0,14.2,56,17,120,29,153,37,99,25,,,,,,,3.853211009174312,0.7,0.3,4,EVE,1200,1210,DEF
75.0,,101188,0,0,1,-1,1,2,1.7,3.2,1,2.7,155,False,Knock - 75% chance of playing,2020-10-15 01:00:17.029904,61,101188.jpg,5.0,15.3,d,7,11,20,76950,109413,0.4,3.3,Digne,360,0,2,1,5,0,0,0,0,0,0,4,95,104.2,133.4,28.0,26.6,35,8,7,2,140,32,33,4,2.0,,2.0,,,,5.0,0.819672131147541,0.4918032786885246,4,EVE,1200,1210,DEF
,,106611,0,0,0,0,0,2,2.8,3.8,1,3.3,156,False,,,50,106611.jpg,4.0,4.2,a,7,11,16,17211,29054,0.7,3.2,Keane,360,1,0,1,5,0,0,0,0,0,0,0,83,99.4,11.9,43.0,15.5,41,11,216,63,89,12,82,15,,,,,,,4.0,0.8,0.4,4,EVE,1200,1210,DEF
0.0,0.0,153673,0,0,-1,1,0,2,0.0,0.0,0,0.0,160,False,Ankle injury - Expected back 31 Oct,2020-09-30 21:00:17.565989,44,153673.jpg,0.0,0.1,i,7,11,0,41,2013,0.0,0.0,Kenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,413,161,396,160,355,144,418,161,,,,,,,,0.0,-0.4545454545454545,4,EVE,1200,1210,DEF
75.0,,164511,0,0,0,0,0,2,2.4,4.2,8,3.7,162,False,Thigh injury - 75% chance of playing,2020-10-14 10:00:21.355993,55,164511.jpg,4.2,1.9,d,7,11,17,28293,12182,0.7,3.1,Mina,360,1,0,1,5,0,0,0,0,0,0,1,90,130.0,2.9,36.0,16.9,17,2,269,90,111,22,72,14,,,,,,,4.25,0.7636363636363637,0.4,4,EVE,1200,1210,DEF
0.0,0.0,194164,0,0,-1,1,0,2,0.0,0.0,0,0.0,165,False,Toe Injury - Expected back 28 Nov,2020-09-06 01:30:17.999031,49,194164.jpg,0.0,0.0,i,7,11,0,41,391,0.0,0.0,Holgate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,196,497,196,476,189,509,196,,,,,,,,0.0,-0.4081632653061224,4,EVE,1200,1210,DEF
0.0,0.0,480455,-1,1,-1,1,0,2,0.0,0.0,0,0.0,170,False,Ankle injury - Expected back 25 Oct,2020-09-17 01:30:16.017479,39,480455.jpg,0.0,1.9,i,7,11,0,9262,18800,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,356,128,340,128,289,102,361,128,,,,,,,,0.0,-0.5128205128205129,4,EVE,1200,1210,DEF
,,495542,0,0,0,0,0,2,0.6,1.6,0,0.0,559,False,,,40,495542.jpg,0.0,0.1,a,7,11,0,3119,594,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,144,367,143,322,123,389,144,,,,,,,,0.0,-0.5,4,EVE,1200,1210,DEF
,,198826,0,0,0,0,0,2,1.7,2.7,0,0.0,566,False,,,50,198826.jpg,0.0,0.0,a,7,11,0,1310,235,0.0,0.0,Godfrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,202,518,202,507,199,526,202,,,,,,,,0.0,-0.4,4,EVE,1200,1210,DEF
,,61739,0,0,-1,1,0,2,-0.2,-0.7,1,0.3,173,False,,,44,61739.jpg,0.5,0.1,a,8,54,1,116,583,0.1,0.2,Le Marchand,122,0,0,0,1,0,0,0,2,0,0,0,12,12.6,1.6,1.0,1.6,280,115,286,103,283,100,322,120,,,,,,,0.7377049180327869,0.11363636363636365,-0.3409090909090909,2,FUL,1000,1020,DEF
,,82514,0,0,-1,1,0,2,0.5,0.0,2,1.0,176,False,,,44,82514.jpg,1.3,0.2,a,8,54,4,751,1013,0.2,0.9,Ream,270,0,0,0,7,0,0,0,0,0,0,0,48,50.8,2.8,0.0,5.4,138,54,271,91,343,136,237,79,,,,,,,1.3333333333333337,0.2954545454545454,-0.15909090909090906,2,FUL,1000,1020,DEF
,,84915,0,0,-1,1,0,2,-0.5,-1.0,0,0.0,178,False,,,44,84915.jpg,0.0,0.2,a,8,54,0,309,1798,0.0,0.0,Hector,237,0,0,0,10,0,0,0,1,0,0,0,33,38.8,11.3,18.0,6.7,187,72,219,65,179,45,215,68,,,,,,,0.0,0.0,-0.4545454545454545,2,FUL,1000,1020,DEF
0.0,0.0,87107,0,0,-1,1,0,2,0.0,0.0,0,0.0,179,False,Joined Nottingham Forest on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-09-21 00:30:18.332101,44,87107.jpg,0.0,0.1,n,8,54,0,21,649,0.0,0.0,Christie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,403,155,386,154,344,137,408,155,,,,,,,,0.0,-0.4545454545454545,2,FUL,1000,1020,DEF
,,101105,0,0,-1,1,0,2,1.2,0.7,2,1.7,182,False,,,49,101105.jpg,1.5,0.6,a,8,54,6,1309,5252,0.3,1.2,Bryan,336,0,1,0,11,0,0,0,1,0,0,0,61,60.2,50.6,25.0,13.6,112,40,69,14,150,35,103,28,3.0,,3.0,,,,1.607142857142857,0.3061224489795918,-0.1020408163265306,2,FUL,1000,1020,DEF
0.0,0.0,149266,0,0,-1,1,0,2,0.0,0.0,0,0.0,185,False,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07 02:00:12.698046,44,149266.jpg,0.0,0.0,n,8,54,0,12,94,0.0,0.0,Mawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,159,393,158,352,142,415,159,,,,,,,,0.0,-0.4545454545454545,2,FUL,1000,1020,DEF
0.0,0.0,208998,0,0,-1,1,0,2,0.0,0.0,0,0.0,192,False,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08 09:30:15.158422,44,208998.jpg,0.0,0.1,n,8,54,0,42,494,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,417,165,401,164,361,148,422,165,,,,,,,,0.0,-0.4545454545454545,2,FUL,1000,1020,DEF
,,169528,0,0,-1,1,0,2,0.2,-0.3,2,0.7,484,False,,,44,169528.jpg,2.0,0.1,a,8,54,2,581,587,0.2,0.5,Robinson,90,0,0,0,1,0,0,0,0,0,0,0,15,31.0,17.8,19.0,6.8,219,85,175,46,174,43,212,65,,,,,,,2.0,0.4545454545454545,0.0,2,FUL,1000,1020,DEF
0.0,0.0,167074,0,0,0,0,0,2,0.0,0.0,0,0.7,517,False,Calf injury - Unknown return date,2020-09-28 19:30:13.417631,45,167074.jpg,1.0,0.1,i,8,54,2,49,1853,0.2,0.4,Tete,128,0,1,0,6,0,0,0,1,0,0,0,29,53.0,67.5,4.0,12.4,134,53,43,8,250,81,120,34,,,,,,,1.40625,0.2222222222222222,-0.2222222222222222,2,FUL,1000,1020,DEF
,,72681,0,0,0,0,0,2,-0.5,-1.0,0,0.0,525,False,,,45,72681.jpg,0.3,0.1,a,8,54,1,274,703,0.0,0.2,Odoi,270,0,0,0,10,0,0,0,1,0,0,0,34,35.4,20.8,8.0,6.4,203,79,158,42,217,66,219,70,,,,,,,0.33333333333333337,0.06666666666666668,-0.37777777777777777,2,FUL,1000,1020,DEF
,,159506,0,0,0,0,0,2,1.2,0.7,2,2.0,562,False,,,45,159506.jpg,2.0,0.0,a,8,54,2,459,109,0.4,0.4,Aina,90,0,0,0,1,0,0,0,0,0,0,0,16,14.2,18.2,0.0,3.2,276,113,173,45,405,167,283,101,,,,,,,2.0,0.4444444444444444,0.0,2,FUL,1000,1020,DEF
,,174874,0,0,0,0,0,2,1.2,0.7,0,0.0,571,False,,,45,174874.jpg,0.0,0.0,a,8,54,0,140,33,0.0,0.0,Andersen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,182,445,182,409,169,460,182,,,,,,,,0.0,-0.4444444444444444,2,FUL,1000,1020,DEF
,,109646,0,0,0,0,0,2,1.2,0.7,0,0.0,572,False,,,45,109646.jpg,0.0,0.0,a,8,54,0,113,27,0.0,0.0,Adarabioyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,179,437,179,397,163,453,179,,,,,,,,0.0,-0.4444444444444444,2,FUL,1000,1020,DEF
100.0,100.0,15033,0,0,-1,1,0,2,0.8,0.8,0,0.3,216,False,,2020-08-30 10:00:09.559000,44,15033.jpg,1.0,0.1,a,9,13,1,832,1128,0.1,0.2,Morgan,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,353,126,373,149,329,130,395,150,,,,,,,90.0,0.2272727272727273,-0.2272727272727273,4,LEI,1200,1240,DEF
100.0,100.0,37402,0,0,0,0,0,2,0.8,0.8,0,0.3,218,False,,2020-08-15 10:00:11.758506,45,37402.jpg,1.0,0.1,a,9,13,1,638,885,0.1,0.2,Fuchs,10,0,0,0,1,0,0,0,0,0,0,0,3,6.0,0.0,0.0,0.6,310,119,420,171,380,155,334,122,,,2.0,,,,9.0,0.2222222222222222,-0.2222222222222222,4,LEI,1200,1240,DEF
75.0,100.0,37642,0,0,0,0,0,2,0.9,1.2,0,0.7,219,False,Groin Injury - 75% chance of playing,2020-10-16 02:30:13.164931,55,37642.jpg,1.0,0.2,d,9,13,2,2010,926,0.1,0.4,Evans,169,0,0,0,4,0,0,0,1,0,0,0,17,30.6,1.3,0.0,3.2,221,86,295,110,536,207,285,103,,,,,,,1.0650887573964496,0.18181818181818185,-0.18181818181818185,4,LEI,1200,1240,DEF
0.0,0.0,111931,0,0,-1,1,0,2,0.0,0.0,0,0.0,226,False,Knee injury - Expected back 31 Oct,2020-08-15 10:00:11.805174,59,111931.jpg,0.0,0.1,i,9,13,0,328,654,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,560,211,561,211,559,211,562,211,,,,,,,,0.0,-0.3389830508474576,4,LEI,1200,1240,DEF
75.0,100.0,155569,0,0,0,0,0,2,0.4,0.5,0,0.0,227,False,Hamstring injury - 75% chance of playing,2020-10-04 13:30:15.269052,40,155569.jpg,0.0,1.4,d,9,13,0,4185,12742,0.0,0.0,Amartey,144,0,0,0,4,0,0,0,1,0,0,0,19,22.4,1.8,0.0,2.4,240,94,279,98,302,106,303,112,,,,,,,0.0,0.0,-0.5,4,LEI,1200,1240,DEF
0.0,0.0,213405,0,0,-1,1,0,2,0.0,0.0,0,0.0,237,False,Hip injury - Unknown return date,2020-09-11 16:00:17.923567,44,213405.jpg,0.0,0.0,i,9,13,0,28,272,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,419,166,403,165,363,149,424,166,,,,,,,,0.0,-0.4545454545454545,4,LEI,1200,1240,DEF
75.0,,218031,0,0,0,0,0,2,0.9,1.2,1,0.7,238,False,Hamstring injury - 75% chance of playing,2020-10-15 19:00:23.817858,55,218031.jpg,2.0,9.7,d,9,13,8,8546,68046,0.1,1.5,Söyüncü,360,0,0,1,7,0,0,0,1,0,0,0,64,83.4,24.6,44.0,15.2,63,20,143,38,86,10,87,17,,,,,,,2.0,0.3636363636363637,0.0,4,LEI,1200,1240,DEF
,,220627,0,0,2,-2,0,2,3.5,3.5,1,3.0,239,False,,,47,220627.jpg,4.5,22.7,a,9,13,18,87340,95544,0.6,3.8,Justin,360,1,1,1,7,0,0,0,1,0,0,1,81,94.8,37.0,37.0,16.9,48,14,100,21,108,20,70,12,,,,,,,4.5,0.9574468085106382,0.5319148936170213,4,LEI,1200,1240,DEF
,,244619,0,0,-2,2,0,2,0.5,0.5,0,0.0,240,False,,,43,244619.jpg,0.0,0.2,a,9,13,0,1127,1880,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,389,149,372,148,328,129,394,149,,,,,,,,0.0,-0.4651162790697674,4,LEI,1200,1240,DEF
,,166477,1,-1,3,-3,2,2,5.2,5.2,1,4.7,498,True,,,58,166477.jpg,7.0,19.8,a,9,13,28,246616,60527,0.8,4.8,Castagne,360,1,3,1,7,0,0,0,0,0,0,4,109,115.2,63.9,55.0,23.5,26,6,46,10,68,9,43,6,,,,,,,7.0,1.206896551724138,0.8620689655172414,4,LEI,1200,1240,DEF
,,444463,0,0,0,0,0,2,2.7,2.7,0,0.0,561,False,,,50,444463.jpg,0.0,0.0,a,9,13,0,463,98,0.0,0.0,Fofana,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,203,522,203,512,200,529,203,,,,,,,,0.0,-0.4,4,LEI,1200,1240,DEF
75.0,100.0,55914,0,0,-1,1,0,2,2.1,2.3,3,3.3,195,False,Knock - 75% chance of playing,2020-10-11 23:30:11.464394,44,55914.jpg,3.3,0.8,d,10,2,10,13450,7660,0.7,2.3,Cooper,270,0,0,1,4,0,0,0,0,0,0,1,59,78.4,1.4,6.0,8.6,68,22,292,108,234,70,170,50,,,,,,,3.333333333333333,0.7499999999999999,0.2954545454545454,3,LEE,1090,1130,DEF
,,57913,-1,1,-1,1,0,2,-0.5,-1.0,0,0.0,196,False,,,39,57913.jpg,0.0,9.3,a,10,2,0,27762,65221,0.0,0.0,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,355,127,339,127,288,101,360,127,2.0,,2.0,,,,,0.0,-0.5128205128205129,3,LEE,1090,1130,DEF
